Day,Day2,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_3332
2115,42293,1,0,0,0,1,0,0,0,1,0,0,1,4,0,1,0,0,0,5,0,14,19,3,1,3,0,0,0,2,0,6,0,6,11,10,0,0,0,5,0,1,2,0,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,1,0,9,0,5,1,4,3,2,33
2129,42307,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,13,16,3,0,3,0,0,0,2,0,5,0,5,4,3,0,0,0,5,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5,0,6,1,0,0,0,4,5,2,1,2,29
2143,42321,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,16,4,1,1,0,0,0,1,0,6,0,7,3,10,0,0,0,6,0,2,1,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,10,3,0,0,6,2,0,2,0,2,7,1,1,2,29
2157,42335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,2,0,2,1,0,0,5,0,6,1,2,3,9,0,1,0,11,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,1,5,1,0,3,0,2,8,1,2,2,27
2171,42349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4,1,0,1,0,1,6,0,0,0,2,2,5,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,2,1,2,0,2,11,0,5,10,18
2185,42363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,2,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,7,2,0,3,0,6,1,0,2,2,16
2199,42377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,9,4,0,0,0,0,0,4,0,0,0,3,1,1,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,3,1,3,7,0,5,5,16
2213,42391,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,11,11,4,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,2,0,1,0,0,4,0,3,2,22
2227,42405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,3,1,0,0,0,0,4,0,0,0,2,3,3,0,0,0,3,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,2,0,0,1,0,0,1,0,2,0,15
2241,42419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,7,4,1,0,1,0,0,2,0,0,0,5,2,4,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,1,1,4,3,1,2,0,10
2255,42433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,0,0,0,0,0,3,0,2,2,2,2,5,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,1,0,3,2,1,4,1,7
2269,42447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,2,2,0,2,0,0,2,0,2,0,1,1,2,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,2,0,1,4,0,0,3,11
2283,42461,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,6,3,0,0,0,0,1,2,0,1,0,1,1,2,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,5,0,2,1,9
2297,42475,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,7,6,3,0,1,0,0,0,1,0,2,0,1,0,5,0,0,0,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,5,0,1,0,0,1,0,13
2311,42489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,9,6,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,5,0,1,0,0,3,0,3,0,15
2325,42503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,1,0,0,0,1,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,4,2,0,5,0,1,2,0,3,1,10
2339,42517,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,10,0,3,1,0,0,2,3,0,1,0,1,1,4,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,4,1,0,15,0,1,1,0,3,2,17
2353,42531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,4,4,0,1,0,0,3,0,2,0,1,0,2,0,2,0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,1,12,1,3,3,0,0,1,12
2367,42545,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,10,6,4,2,4,0,0,0,0,0,0,0,0,1,6,0,0,0,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,7,0,9,1,1,1,0,2,0,16
2381,42559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,8,18,6,3,1,1,1,0,3,0,3,1,5,2,7,0,0,1,2,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,3,0,6,0,2,2,1,1,0,26
2395,42573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,15,9,1,2,3,0,0,1,0,2,0,8,1,11,0,0,1,4,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,2,0,3,8,0,9,0,6,3,1,0,1,27
2409,42587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,12,4,2,2,0,0,0,1,1,3,0,7,3,8,0,0,0,3,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,1,1,1,0,1,1,0,2,2,24
2423,42601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,16,5,2,1,0,0,1,4,0,2,0,4,2,2,0,0,0,2,0,0,1,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,3,0,9,0,1,3,0,1,0,26
2437,42615,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,4,16,9,4,0,1,0,1,3,2,3,0,4,5,8,0,0,1,1,0,0,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,1,3,0,4,0,3,1,0,0,0,20
2451,42629,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,5,25,7,3,0,4,0,1,5,1,3,0,8,4,22,0,0,0,3,0,0,2,0,0,1,2,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,5,0,1,1,0,6,1,2,0,0,0,0,30
2465,42643,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,6,3,10,50,13,7,2,0,0,3,1,4,14,2,6,3,28,2,0,0,0,0,1,1,0,1,1,4,0,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,0,4,0,2,3,0,0,0,60
2479,42657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,8,32,8,0,6,2,0,0,0,0,5,0,5,7,21,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,5,0,7,1,2,1,0,0,0,40
2493,42671,0,0,0,0,3,0,0,0,0,0,1,1,3,0,0,0,0,0,1,3,4,33,6,0,1,0,0,1,4,0,4,1,2,2,5,0,0,0,2,0,1,1,0,1,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,13,0,1,1,2,3,0,6,1,6,5,1,0,3,37
2507,42685,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,24,3,1,1,0,0,1,2,0,4,0,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,5,0,0,8,3,0,5,1,3,6,1,0,3,27
2521,42699,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,13,2,0,3,1,0,1,4,2,8,1,4,2,4,0,0,0,0,0,0,1,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,1,0,0,2,2,2,3,0,2,0,18
2535,42713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,7,2,0,2,0,0,2,0,1,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,6,1,0,4,1,5,7,0,2,1,10
2549,42727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,12,3,1,1,0,0,1,0,1,4,0,3,1,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,4,1,4,4,0,5,0,17
2563,42741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,19,4,1,1,0,0,1,0,1,1,0,4,0,5,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,14,2,1,6,0,0,4,0,6,6,0,1,0,19
2577,42755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,4,13,4,0,0,0,0,1,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44,14,0,1,2,1,0,8,1,8,4,0,1,2,17
2591,42769,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,2,8,0,0,1,0,0,0,0,1,1,0,4,2,4,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,1,0,4,0,2,5,0,8,7,0,0,2,10
2605,42783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,3,19,2,0,0,0,0,2,2,2,2,0,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,1,2,0,4,0,1,0,0,22
2619,42797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2,14,2,0,2,1,0,0,2,0,1,0,2,0,13,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,1,1,0,3,0,0,1,1,0,0,16
2633,42811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,1,0,0,0,1,1,3,1,2,4,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,4,1,0,1,0,2,0,0,1,1,3
2647,42825,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,3,2,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,0,0,1,2,1,0,2,0,4
2661,42839,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,14,2,4,8,3,0,0,0,0,2,0,0,3,1,2,4,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,2,2,2,0,1,0,2,0,0,1,0,12
2675,42853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2,5,4,0,0,0,2,1,0,0,2,0,0,1,2,0,0,0,3,0,0,2,0,3,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,1,1,0,0,2,0,3,1,0,2,2,7
2689,42867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,3,7,6,1,1,1,0,1,0,0,1,0,4,0,2,0,0,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,3,4,0,6,0,0,4,0,2,5,0,2,0,10
2703,42881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7,4,36,7,1,2,3,0,1,3,1,4,0,5,4,4,0,1,0,3,0,0,1,0,2,1,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,2,3,0,5,1,0,4,0,5,1,0,3,3,40
2717,42895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,4,27,9,1,1,1,1,0,4,0,5,1,4,1,3,0,2,0,2,0,2,1,2,2,2,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,5,0,6,0,0,1,0,11,2,1,3,3,31
2731,42909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,10,24,11,1,0,1,0,0,5,0,4,0,5,0,5,0,0,0,1,0,1,1,0,2,1,14,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,8,2,3,0,6,1,0,2,2,8,0,2,3,0,34
2745,42923,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,3,8,10,28,9,2,2,4,1,0,4,0,8,0,11,8,5,0,0,0,1,0,0,0,1,1,5,16,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,2,1,7,1,0,4,0,7,2,2,3,1,38
2759,42937,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,6,0,8,48,10,6,0,4,1,0,2,0,7,1,7,7,4,1,1,0,1,0,4,2,0,4,1,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,5,4,0,0,0,3,1,0,0,0,56
2773,42951,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,2,9,54,19,8,1,4,1,1,6,3,9,0,9,13,4,1,2,0,1,0,5,1,0,2,1,10,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,6,0,5,2,0,2,0,2,4,2,1,2,63
2787,42965,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,5,35,14,7,1,1,1,2,7,0,4,0,9,3,11,0,0,0,3,0,1,0,0,1,1,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,11,4,2,0,7,1,0,2,0,10,0,1,2,0,40
2801,42979,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,7,13,61,11,1,5,5,1,1,4,0,4,1,5,2,7,0,0,0,6,0,3,2,2,5,2,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,2,0,4,2,0,3,0,2,2,0,0,1,74
2815,42993,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,8,8,54,8,0,1,0,0,0,5,1,2,0,5,1,3,0,0,0,0,0,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,1,0,4,1,5,4,3,1,0,62
2829,43007,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,14,17,75,8,8,0,2,0,2,4,1,7,1,10,9,8,0,0,0,1,0,2,0,1,3,4,4,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,7,0,2,3,2,0,1,4,9,17,1,1,2,3,92
2843,43021,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,2,13,22,91,8,4,1,2,1,4,7,4,9,0,12,15,13,1,1,0,1,0,0,2,0,3,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,10,12,0,1,5,2,1,6,1,8,0,0,1,1,113
2857,43035,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,2,3,16,61,7,5,0,1,0,3,10,1,4,0,5,5,2,0,0,0,2,0,1,3,1,0,1,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,10,6,0,2,1,2,0,1,6,5,3,4,2,3,77
2871,43049,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,5,6,31,1,0,1,0,0,0,3,0,3,0,2,4,6,0,0,0,2,0,0,1,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,2,1,2,7,1,0,10,0,9,9,1,7,1,37
2885,43063,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,5,20,3,0,1,1,0,0,5,2,13,0,4,4,4,1,0,2,2,0,1,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,10,2,2,2,4,0,0,14,1,16,6,4,6,3,25
2899,43077,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,20,1,0,0,0,1,0,2,0,6,0,3,4,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,22,7,2,6,10,2,0,14,1,24,8,6,10,2,24
2913,43091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,15,2,0,0,0,0,0,0,1,1,0,3,0,8,0,0,1,1,0,0,1,0,3,0,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,22,1,2,0,3,0,0,6,0,6,6,4,4,0,19
2927,43105,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,15,5,2,0,0,0,0,2,1,3,1,1,2,7,0,1,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,2,0,0,5,0,1,3,0,5,1,16
2941,43119,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,8,4,1,0,0,0,0,2,0,6,0,6,3,1,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,2,3,0,0,2,0,4,2,5,3,2,10
2955,43133,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,5,3,0,1,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,2,0,0,4,0,0,5,2,4,1,1,2,2,8
2969,43147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,0,1,0,0,1,2,0,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,4,1,0,0,1,8
2983,43161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,12,3,3,0,0,0,0,0,0,2,0,0,4,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,2,2,0,0,2,1,2,0,0,3,1,13
2997,43175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,9,3,1,1,0,0,0,1,0,4,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,2,0,0,3,2,3,0,0,2,2,11
3011,43189,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,14,2,1,1,0,0,0,2,0,3,0,2,2,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,0,0,2,0,4,1,0,3,1,18
3025,43203,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,7,8,3,2,0,0,0,0,1,1,6,0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,2,4,1,3,1,0,1,0,2,5,0,2,0,15
3039,43217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,14,2,4,1,1,0,0,1,1,2,0,2,0,2,1,0,0,0,0,1,0,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,7,1,0,9,0,5,2,0,2,0,18
3053,43231,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,3,3,15,1,4,2,0,1,0,2,0,2,0,3,0,5,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,4,2,7,0,0,6,0,2,0,0,4,0,18
3067,43245,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,3,18,5,2,0,0,1,2,3,1,5,1,2,2,3,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11,2,3,0,3,1,0,5,1,8,4,0,2,1,21
3081,43259,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,8,4,15,6,7,2,2,1,0,1,0,14,0,1,3,4,1,0,0,0,0,0,0,0,3,0,7,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,4,1,2,3,0,9,1,2,0,0,6,0,19
3095,43273,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,8,15,10,6,7,3,1,2,2,0,6,4,1,0,5,1,0,0,0,0,1,4,0,4,3,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,4,3,2,2,3,0,9,0,6,6,1,4,1,23
3109,43287,2,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,2,7,8,11,6,6,1,1,1,1,6,2,5,1,7,2,8,0,0,2,0,0,0,0,1,3,0,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,3,2,0,4,2,8,4,0,8,1,19
3123,43301,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,3,10,11,10,6,2,1,0,0,4,1,2,0,10,4,8,3,0,1,0,0,0,1,1,4,2,7,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,5,3,1,6,2,1,1,1,6,3,1,1,1,21
3137,43315,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,3,7,6,22,22,7,3,1,2,1,5,2,6,1,8,5,15,4,3,2,0,0,1,0,2,1,0,8,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,11,1,4,4,2,4,0,5,0,2,3,0,16,2,28
3151,43329,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,8,5,17,12,5,1,2,0,2,7,1,5,0,5,3,3,1,0,0,0,0,1,1,1,2,2,2,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9,1,7,1,4,3,0,5,1,5,1,1,3,0,22
3165,43343,3,0,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,3,5,7,28,20,6,2,3,2,0,9,0,0,3,2,7,12,2,0,0,0,1,1,1,0,3,1,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,1,3,2,6,1,0,3,1,3,1,0,5,2,35
3179,43357,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,3,6,6,12,27,16,6,3,0,1,0,9,0,3,0,2,8,11,0,0,3,0,0,1,2,0,3,0,5,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,8,2,3,5,3,0,0,5,9,7,2,0,1,3,39
3193,43371,1,0,0,0,0,0,0,0,2,0,0,0,10,0,0,1,0,2,5,3,7,33,16,9,1,1,1,0,5,0,2,0,3,7,9,2,0,1,0,0,2,1,0,2,0,16,2,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,9,1,1,4,2,1,0,3,0,5,3,1,1,0,40
3207,43385,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4,5,3,24,6,2,1,1,0,2,2,1,2,0,4,4,7,1,0,0,0,0,0,0,0,4,1,7,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,7,1,1,1,3,0,0,6,0,3,1,1,1,4,27
3221,43399,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,2,5,2,21,2,1,1,1,0,0,10,0,3,0,1,3,9,0,1,0,0,1,1,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,0,3,1,0,1,1,7,0,1,0,5,23
3235,43413,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,4,5,16,6,1,0,1,0,0,6,0,3,1,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,7,3,1,0,3,0,0,9,0,6,2,0,5,3,21
3249,43427,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,2,10,4,1,2,2,0,0,0,0,12,0,4,4,0,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,2,1,1,4,0,0,3,0,7,1,0,1,3,12
3263,43441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,12,4,3,1,0,0,0,1,0,7,0,2,3,1,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,10,0,2,0,3,1,0,9,1,6,3,2,4,1,14
